,Nstep,Time,Chain length,Chain number,Chain Type,Chain Value,Chain Mass,Average Mass,Average Length,GA conversion
Step 760000,760000,0.0028677569822452855,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6]","[326173, 327280, 2806, 2866, 22775, 22844, 210, 202, 1243, 186, 1208, 189, 55, 8, 19, 64, 1, 1, 13, 10, 2, 8, 5, 1, 1, 3, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996]",152.89357641825822,2.073181064002542,0.7553386666666667
Step 765000,765000,0.002889544928782959,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6]","[328012, 329145, 2818, 2881, 23049, 23110, 211, 202, 1271, 188, 1232, 195, 57, 9, 19, 65, 1, 1, 13, 10, 2, 8, 5, 1, 1, 3, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996]",152.9251242015913,2.0736676346049396,0.753781
Step 770000,770000,0.002911433330970467,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6]","[329852, 330899, 2827, 2893, 23369, 23379, 216, 204, 1301, 189, 1257, 201, 59, 9, 20, 65, 1, 1, 13, 10, 2, 9, 5, 1, 1, 3, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996]",152.96160280306034,2.074236733873893,0.7522256666666667
Step 775000,775000,0.0029335728137488246,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6]","[331640, 332656, 2844, 2905, 23642, 23694, 220, 206, 1335, 193, 1289, 205, 60, 9, 22, 67, 1, 1, 13, 12, 2, 9, 5, 1, 1, 3, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996]",153.00123996410724,2.0748408195418544,0.75069
Step 780000,780000,0.0029547484998208766,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6]","[333456, 334521, 2859, 2918, 23904, 23992, 220, 206, 1352, 197, 1320, 209, 60, 9, 23, 69, 1, 1, 13, 12, 2, 9, 5, 1, 1, 3, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996]",153.0327819649418,2.075320700612795,0.749141
Step 785000,785000,0.0029768802280828242,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6]","[335194, 336377, 2870, 2926, 24209, 24292, 223, 206, 1374, 204, 1341, 210, 62, 9, 25, 72, 1, 1, 13, 12, 2, 9, 5, 1, 1, 3, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996]",153.06825646479658,2.075867135205662,0.7475933333333333
Step 790000,790000,0.0029989188788163493,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6]","[337015, 338209, 2887, 2936, 24487, 24595, 223, 208, 1392, 205, 1360, 211, 64, 9, 27, 74, 1, 1, 13, 12, 2, 11, 7, 1, 1, 4, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996]",153.1002257625447,2.076357334285251,0.7460426666666666
Step 795000,795000,0.003020850782897868,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6]","[338794, 339968, 2900, 2954, 24798, 24887, 226, 209, 1431, 206, 1382, 215, 65, 9, 28, 76, 1, 1, 13, 13, 2, 13, 7, 1, 1, 4, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996]",153.1377060332753,2.0769351644391945,0.7444993333333333
Step 800000,800000,0.0030422371675942568,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6]","[340536, 341720, 2913, 2967, 25108, 25206, 228, 213, 1464, 210, 1403, 220, 69, 10, 28, 78, 1, 1, 14, 13, 2, 13, 7, 1, 1, 4, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996]",153.17710878572046,2.077539761217189,0.742963
Step 805000,805000,0.0030646553836117395,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6]","[342304, 343456, 2926, 2978, 25428, 25521, 228, 220, 1492, 212, 1432, 221, 70, 10, 28, 79, 1, 1, 14, 13, 2, 14, 7, 1, 1, 4, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996]",153.2153232842038,2.0781274065343895,0.741424
Step 810000,810000,0.003086996792116486,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 5, 6, 4, 6, 4]","[344067, 345209, 2936, 2992, 25740, 25849, 230, 223, 1520, 213, 1450, 224, 71, 11, 29, 81, 1, 1, 14, 13, 2, 14, 7, 1, 5, 1, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996]",153.25258337261923,2.078696934103603,0.7398876666666667
Step 815000,815000,0.0031091520561804067,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 5, 6, 4, 6, 4]","[345791, 346965, 2952, 3010, 26057, 26165, 230, 225, 1544, 216, 1486, 226, 73, 11, 29, 84, 1, 1, 14, 13, 2, 15, 8, 1, 5, 1, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996]",153.29111766629984,2.0792886494589653,0.7383516666666666
Step 820000,820000,0.0031314590996117993,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 5, 6, 4, 6, 4]","[347577, 348746, 2966, 3025, 26369, 26450, 232, 229, 1572, 221, 1516, 226, 75, 11, 29, 84, 1, 1, 15, 13, 2, 15, 9, 1, 5, 1, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996]",153.32482890940528,2.0798097954550543,0.736804
Step 825000,825000,0.0031540789692145084,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 5, 6, 4, 6, 4, 5]","[349332, 350416, 2981, 3039, 26706, 26782, 235, 233, 1595, 225, 1546, 228, 76, 11, 30, 87, 1, 1, 15, 13, 2, 15, 9, 1, 5, 1, 1, 1, 1]",29,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34]",153.36487406821482,2.0804255698098975,0.7352713333333334
Step 830000,830000,0.0031765851172901914,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 5, 6, 4, 6, 4, 5]","[351027, 352116, 2992, 3052, 27052, 27110, 237, 236, 1628, 230, 1575, 232, 77, 12, 30, 89, 2, 1, 15, 13, 2, 15, 9, 1, 5, 1, 1, 1, 1]",29,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34]",153.40628679200066,2.0810641839528397,0.73374
Step 835000,835000,0.003198785078210698,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 5, 6, 4, 6, 4, 5]","[352752, 353915, 2997, 3066, 27373, 27396, 237, 239, 1657, 229, 1613, 234, 80, 12, 31, 93, 2, 1, 15, 13, 2, 15, 10, 1, 5, 1, 1, 1, 1]",29,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34]",153.44210981460947,2.081617426087317,0.7321986666666667
Step 840000,840000,0.0032212092654955696,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 5, 6, 4, 6, 4, 5]","[354462, 355673, 3011, 3079, 27687, 27728, 239, 242, 1681, 232, 1647, 234, 83, 12, 31, 95, 2, 1, 16, 13, 2, 15, 10, 1, 5, 1, 1, 1, 1]",29,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34]",153.4794370043996,2.0821883394206426,0.7306666666666667
